Center,Center_Code,Center_Name_x,Citizenship,Payment_Type,Is_Aggregate,Donor_Type,Transplant_Count,Payment_Category,Center_Name_y,City,Region,Urban
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Not_Reported,All Primary Payers,False,Deceased Donor,8,Other,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Not_Reported,All Primary Payers,False,Living Donor,3,Other,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Not_Reported,Unknown,False,Deceased Donor,7,Unknown,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Not_Reported,Unknown,False,Living Donor,3,Unknown,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Resident_Alien,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,2,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Resident_Alien,Public insurance - Medicare Unspecified,False,Deceased Donor,2,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Resident_Alien,All Primary Payers,False,Deceased Donor,8,Other,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Resident_Alien,Private insurance,False,Deceased Donor,2,Private_Insurance,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Resident_Alien,Unknown,False,Deceased Donor,2,Unknown,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,67,Medicaid,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicaid,False,Living Donor,23,Medicaid,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,161,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,712,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,362,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,52,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,130,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,96,Medicare,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,All Primary Payers,False,Deceased Donor,2313,Other,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,All Primary Payers,False,Living Donor,894,Other,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Other government,False,Deceased Donor,3,Other_Government,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Other government,False,Living Donor,2,Other_Government,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Private insurance,False,Deceased Donor,630,Private_Insurance,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Private insurance,False,Living Donor,524,Private_Insurance,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Self,False,Deceased Donor,1,Self_Pay_Uninsured,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Unknown,False,Deceased Donor,377,Unknown,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Unknown,False,Living Donor,66,Unknown,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,US_Citizen,Public insurance - Department of VA,False,Living Donor,1,VA,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Unknown,All Primary Payers,False,Deceased Donor,1,Other,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATJ-TX1 Thomas Jefferson University Hospital,PATJ-TX1,Thomas Jefferson University Hospital,Unknown,Unknown,False,Deceased Donor,1,Unknown,Thomas Jefferson University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicaid,False,Deceased Donor,110,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicaid,False,Living Donor,22,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicare & Choice,False,Deceased Donor,204,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,176,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicare Unspecified,False,Deceased Donor,116,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicare & Choice,False,Living Donor,52,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,49,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Medicare Unspecified,False,Living Donor,22,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,All Primary Payers,False,Deceased Donor,797,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,US/State Govt Agency,False,Deceased Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,All Primary Payers,False,Living Donor,255,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,US/State Govt Agency,False,Living Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Other government,False,Deceased Donor,1,Other_Government,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Private insurance,False,Deceased Donor,126,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Private insurance,False,Living Donor,87,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Pending,False,Deceased Donor,1,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Unknown,False,Deceased Donor,60,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Unknown,False,Living Donor,22,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,All,Public insurance - Department of VA,False,Deceased Donor,2,VA,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Not_For_TX,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Not_For_TX,All Primary Payers,False,Deceased Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,6,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Public insurance - Medicaid,False,Living Donor,2,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,2,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,1,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,12,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,All Primary Payers,False,Living Donor,4,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Private insurance,False,Deceased Donor,2,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Private insurance,False,Living Donor,1,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Citizen_Resident,Unknown,False,Deceased Donor,2,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Resident_Alien,Public insurance - Medicare Unspecified,False,Deceased Donor,1,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Not_Reported,Public insurance - Medicare Unspecified,False,Deceased Donor,2,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Not_Reported,All Primary Payers,False,Deceased Donor,3,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Not_Reported,All Primary Payers,False,Living Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Not_Reported,Unknown,False,Deceased Donor,1,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Not_Reported,Unknown,False,Living Donor,1,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,Public insurance - Medicare Unspecified,False,Deceased Donor,1,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,Public insurance - Medicare & Choice,False,Living Donor,2,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,All Primary Payers,False,Deceased Donor,4,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,All Primary Payers,False,Living Donor,3,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,Private insurance,False,Deceased Donor,1,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,Private insurance,False,Living Donor,1,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,Resident_Alien,Unknown,False,Deceased Donor,1,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicaid,False,Deceased Donor,102,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicaid,False,Living Donor,20,Medicaid,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Deceased Donor,204,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,174,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Deceased Donor,112,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicare & Choice,False,Living Donor,50,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,48,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Medicare Unspecified,False,Living Donor,22,Medicare,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,All Primary Payers,False,Deceased Donor,776,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,US/State Govt Agency,False,Deceased Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,All Primary Payers,False,Living Donor,247,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,US/State Govt Agency,False,Living Donor,1,Other,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Other government,False,Deceased Donor,1,Other_Government,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Private insurance,False,Deceased Donor,123,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Private insurance,False,Living Donor,85,Private_Insurance,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Pending,False,Deceased Donor,1,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Unknown,False,Deceased Donor,56,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Unknown,False,Living Donor,21,Unknown,Temple University Hospital,Philadelphia,Southeast,True
PATU-TX1 Temple University Hospital,PATU-TX1,Temple University Hospital,US_Citizen,Public insurance - Department of VA,False,Deceased Donor,2,VA,Temple University Hospital,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicaid,False,Deceased Donor,162,Medicaid,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicaid,False,Living Donor,37,Medicaid,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicare & Choice,False,Deceased Donor,740,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,956,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicare Unspecified,False,Deceased Donor,405,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicare & Choice,False,Living Donor,200,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,269,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Medicare Unspecified,False,Living Donor,96,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,All Primary Payers,False,Deceased Donor,4114,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,US/State Govt Agency,False,Deceased Donor,7,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,All Primary Payers,False,Living Donor,2123,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,US/State Govt Agency,False,Living Donor,1,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Other government,False,Living Donor,4,Other_Government,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Private insurance,False,Deceased Donor,1361,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Private insurance,False,Living Donor,1256,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Self,False,Deceased Donor,6,Self_Pay_Uninsured,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Self,False,Living Donor,4,Self_Pay_Uninsured,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Unknown,False,Deceased Donor,473,Unknown,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Unknown,False,Living Donor,256,Unknown,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,All,Public insurance - Department of VA,False,Deceased Donor,4,VA,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_For_TX,All Primary Payers,False,Living Donor,1,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_For_TX,Private insurance,False,Living Donor,1,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Not_For_TX,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Not_For_TX,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,1,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Not_For_TX,All Primary Payers,False,Deceased Donor,3,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Not_For_TX,All Primary Payers,False,Living Donor,2,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Not_For_TX,Private insurance,False,Deceased Donor,1,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Not_For_TX,Private insurance,False,Living Donor,2,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Public insurance - Medicaid,False,Deceased Donor,10,Medicaid,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Public insurance - Medicaid,False,Living Donor,3,Medicaid,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Public insurance - Medicare & Choice,False,Deceased Donor,1,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Deceased Donor,21,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Public insurance - Medicare & Choice,False,Living Donor,1,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Public insurance - Medicare FFS (Fee for Service),False,Living Donor,6,Medicare,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,All Primary Payers,False,Deceased Donor,52,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,All Primary Payers,False,Living Donor,27,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Private insurance,False,Deceased Donor,18,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Private insurance,False,Living Donor,17,Private_Insurance,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Citizen_Resident,Unknown,False,Deceased Donor,2,Unknown,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Resident_Alien,Public insurance - Medicaid,False,Deceased Donor,1,Medicaid,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Resident_Alien,All Primary Payers,False,Deceased Donor,2,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
PAUP-TX1 Hospital of the University of Pennsylvania,PAUP-TX1,Hospital of the University of Pennsylvania,Non_Resident_Alien,All Primary Payers,False,Living Donor,1,Other,Hospital of the University of Pennsylvania,Philadelphia,Southeast,True
